dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,ig_ls,250.757,0.837,0.797,0.814,9|33|34|36|40|41|46|56|74|77|78|79|80|96|97|110|113|126|131|134|138|139|140|147|148|149|158|161|178|182,0
indian_pines,29,ig_ls,0.0,0.837,0.797,0.814,9|33|34|36|40|41|56|74|77|78|79|80|96|97|110|113|126|131|134|138|139|140|147|148|149|158|161|178|182,0
indian_pines,28,ig_ls,0.0,0.83,0.792,0.806,9|33|34|36|40|41|56|74|77|78|79|80|96|97|110|126|131|134|138|139|140|147|148|149|158|161|178|182,0
indian_pines,27,ig_ls,0.0,0.831,0.792,0.807,9|33|34|36|40|41|56|74|77|78|79|80|96|97|110|126|131|134|139|140|147|148|149|158|161|178|182,0
indian_pines,26,ig_ls,0.0,0.829,0.79,0.805,9|33|34|36|40|41|56|74|77|78|79|80|96|97|110|126|131|139|140|147|148|149|158|161|178|182,0
indian_pines,25,ig_ls,0.0,0.831,0.792,0.807,9|33|34|36|40|41|56|74|77|78|79|80|96|97|110|126|131|140|147|148|149|158|161|178|182,0
indian_pines,24,ig_ls,0.0,0.821,0.78,0.796,9|33|34|36|40|41|74|77|78|79|80|96|97|110|126|131|140|147|148|149|158|161|178|182,0
indian_pines,23,ig_ls,0.0,0.822,0.788,0.797,9|33|34|36|40|41|74|77|78|79|80|96|97|110|126|140|147|148|149|158|161|178|182,0
indian_pines,22,ig_ls,0.0,0.815,0.784,0.789,9|33|34|36|40|41|74|77|78|79|80|96|97|110|126|140|147|148|149|161|178|182,0
indian_pines,21,ig_ls,0.0,0.826,0.794,0.801,9|33|34|36|40|41|74|77|78|79|80|96|97|110|126|147|148|149|161|178|182,0
indian_pines,20,ig_ls,0.0,0.814,0.79,0.788,9|33|34|36|40|41|74|77|78|79|80|96|97|110|126|147|148|149|161|178,0
indian_pines,19,ig_ls,0.0,0.816,0.797,0.79,9|33|34|36|40|41|74|77|78|79|80|97|110|126|147|148|149|161|178,0
indian_pines,18,ig_ls,0.0,0.821,0.793,0.795,9|33|34|36|40|41|74|77|78|79|80|97|110|126|147|148|149|161,0
indian_pines,17,ig_ls,0.0,0.815,0.792,0.789,9|33|34|36|40|41|74|77|78|79|80|97|126|147|148|149|161,0
indian_pines,16,ig_ls,0.0,0.822,0.815,0.797,9|33|34|36|40|41|77|78|79|80|97|126|147|148|149|161,0
indian_pines,15,ig_ls,0.0,0.802,0.796,0.774,9|33|34|36|40|41|77|78|79|80|97|126|147|148|149,0
indian_pines,14,ig_ls,0.0,0.794,0.791,0.765,9|33|34|36|41|77|78|79|80|97|126|147|148|149,0
indian_pines,13,ig_ls,0.0,0.807,0.785,0.78,9|33|34|36|41|77|78|79|80|97|126|148|149,0
indian_pines,12,ig_ls,0.0,0.792,0.754,0.763,9|33|34|36|77|78|79|80|97|126|148|149,0
indian_pines,11,ig_ls,0.0,0.796,0.752,0.768,9|33|34|36|78|79|80|97|126|148|149,0
indian_pines,10,ig_ls,0.0,0.8,0.769,0.772,9|33|34|36|78|80|97|126|148|149,0
indian_pines,9,ig_ls,0.0,0.795,0.755,0.765,9|33|34|36|78|80|97|148|149,0
indian_pines,8,ig_ls,0.0,0.78,0.749,0.748,9|33|34|36|78|80|97|149,0
indian_pines,7,ig_ls,0.0,0.751,0.728,0.714,9|33|34|36|78|80|149,0
indian_pines,6,ig_ls,0.0,0.719,0.657,0.676,9|33|34|36|78|80,0
indian_pines,5,ig_ls,0.0,0.668,0.596,0.615,33|34|36|78|80,0
indian_pines,30,ig_ls,226.0,0.838,0.809,0.815,9|17|19|28|33|34|36|40|41|59|74|77|78|79|80|88|96|97|110|113|126|129|147|148|149|158|160|161|178|180,1
indian_pines,29,ig_ls,0.0,0.842,0.835,0.819,9|17|19|28|33|34|36|40|41|59|74|77|78|79|80|96|97|110|113|126|129|147|148|149|158|160|161|178|180,1
indian_pines,28,ig_ls,0.0,0.849,0.839,0.828,9|17|19|28|33|34|36|40|41|59|74|77|78|79|80|96|97|110|113|126|129|147|148|149|158|160|161|178,1
indian_pines,27,ig_ls,0.0,0.845,0.836,0.823,9|17|19|28|33|34|36|40|41|59|74|77|78|79|80|96|97|110|113|126|129|147|148|149|158|161|178,1
indian_pines,26,ig_ls,0.0,0.853,0.837,0.832,9|17|19|28|33|34|36|40|41|59|77|78|79|80|96|97|110|113|126|129|147|148|149|158|161|178,1
indian_pines,25,ig_ls,0.0,0.848,0.835,0.826,9|17|19|28|33|34|36|40|41|59|77|78|79|80|96|97|110|113|126|147|148|149|158|161|178,1
indian_pines,24,ig_ls,0.0,0.842,0.828,0.819,9|17|28|33|34|36|40|41|59|77|78|79|80|96|97|110|113|126|147|148|149|158|161|178,1
indian_pines,23,ig_ls,0.0,0.836,0.824,0.813,9|28|33|34|36|40|41|59|77|78|79|80|96|97|110|113|126|147|148|149|158|161|178,1
indian_pines,22,ig_ls,0.0,0.832,0.828,0.808,9|28|33|34|36|40|41|59|77|78|79|80|97|110|113|126|147|148|149|158|161|178,1
indian_pines,21,ig_ls,0.0,0.831,0.826,0.807,9|28|33|34|36|40|41|77|78|79|80|97|110|113|126|147|148|149|158|161|178,1
indian_pines,20,ig_ls,0.0,0.831,0.826,0.807,9|28|33|34|36|40|41|77|78|79|80|97|110|113|126|147|148|149|161|178,1
indian_pines,19,ig_ls,0.0,0.815,0.818,0.789,9|28|33|34|36|40|41|77|78|79|80|97|110|113|126|147|148|149|161,1
indian_pines,18,ig_ls,0.0,0.808,0.828,0.781,9|33|34|36|40|41|77|78|79|80|97|110|113|126|147|148|149|161,1
indian_pines,17,ig_ls,0.0,0.811,0.819,0.784,9|33|34|36|40|41|77|78|79|80|97|110|126|147|148|149|161,1
indian_pines,16,ig_ls,0.0,0.79,0.8,0.76,9|33|34|36|40|41|77|78|79|80|97|110|147|148|149|161,1
indian_pines,15,ig_ls,0.0,0.793,0.818,0.764,9|33|34|36|40|41|77|78|80|97|110|147|148|149|161,1
indian_pines,14,ig_ls,0.0,0.808,0.797,0.781,9|33|34|36|40|41|78|80|97|110|147|148|149|161,1
indian_pines,13,ig_ls,0.0,0.775,0.755,0.743,9|33|34|36|40|41|78|80|97|110|147|148|149,1
indian_pines,12,ig_ls,0.0,0.77,0.738,0.737,9|33|34|36|40|78|80|97|110|147|148|149,1
indian_pines,11,ig_ls,0.0,0.776,0.756,0.744,9|33|34|36|78|80|97|110|147|148|149,1
indian_pines,10,ig_ls,0.0,0.762,0.741,0.728,9|33|34|36|78|80|97|147|148|149,1
indian_pines,9,ig_ls,0.0,0.744,0.728,0.708,9|33|34|36|78|80|147|148|149,1
indian_pines,8,ig_ls,0.0,0.744,0.74,0.706,9|33|34|36|78|80|148|149,1
indian_pines,7,ig_ls,0.0,0.748,0.749,0.711,9|33|34|36|78|80|148,1
indian_pines,6,ig_ls,0.0,0.755,0.756,0.719,9|34|36|78|80|148,1
indian_pines,5,ig_ls,0.0,0.707,0.674,0.663,34|36|78|80|148,1
indian_pines,30,ig_ls,212.127,0.839,0.817,0.816,9|17|28|33|34|36|38|40|74|77|78|79|80|97|110|113|126|131|134|138|139|140|147|148|149|160|161|176|178|179,2
indian_pines,29,ig_ls,0.0,0.834,0.822,0.81,9|17|28|33|34|36|38|74|77|78|79|80|97|110|113|126|131|134|138|139|140|147|148|149|160|161|176|178|179,2
indian_pines,28,ig_ls,0.0,0.833,0.822,0.809,9|17|28|33|34|36|38|74|77|78|79|80|97|110|126|131|134|138|139|140|147|148|149|160|161|176|178|179,2
indian_pines,27,ig_ls,0.0,0.836,0.845,0.813,9|17|28|33|34|36|38|74|77|78|79|80|97|110|126|131|134|138|139|140|147|148|149|160|161|178|179,2
indian_pines,26,ig_ls,0.0,0.838,0.846,0.815,9|17|28|33|34|36|38|74|77|78|79|80|97|110|126|131|134|138|139|140|147|148|149|160|161|179,2
indian_pines,25,ig_ls,0.0,0.832,0.842,0.808,9|17|28|33|34|36|38|74|77|78|79|80|97|110|126|131|134|138|139|140|147|148|149|160|161,2
indian_pines,24,ig_ls,0.0,0.819,0.831,0.794,9|17|28|33|34|36|74|77|78|79|80|97|110|126|131|134|138|139|140|147|148|149|160|161,2
indian_pines,23,ig_ls,0.0,0.812,0.809,0.785,9|17|28|33|34|36|77|78|79|80|97|110|126|131|134|138|139|140|147|148|149|160|161,2
indian_pines,22,ig_ls,0.0,0.815,0.804,0.788,9|17|28|33|34|36|77|78|79|80|97|110|126|131|134|138|139|147|148|149|160|161,2
indian_pines,21,ig_ls,0.0,0.814,0.813,0.788,9|17|28|33|34|36|77|78|79|80|97|110|126|131|138|139|147|148|149|160|161,2
indian_pines,20,ig_ls,0.0,0.8,0.786,0.772,9|28|33|34|36|77|78|79|80|97|110|126|131|138|139|147|148|149|160|161,2
indian_pines,19,ig_ls,0.0,0.791,0.782,0.762,9|28|33|34|36|77|78|79|80|97|110|126|131|138|139|147|148|149|160,2
indian_pines,18,ig_ls,0.0,0.796,0.777,0.767,9|28|33|34|36|77|78|79|80|97|110|126|131|139|147|148|149|160,2
indian_pines,17,ig_ls,0.0,0.796,0.788,0.768,9|28|33|34|36|77|78|80|97|110|126|131|139|147|148|149|160,2
indian_pines,16,ig_ls,0.0,0.789,0.77,0.76,9|28|33|34|36|77|78|80|97|110|126|139|147|148|149|160,2
indian_pines,15,ig_ls,0.0,0.778,0.768,0.746,9|28|33|34|36|77|78|80|97|110|126|139|147|148|149,2
